19 Jul 2017 06:03:28, INFO, status,1,1,30
19 Jul 2017 06:03:28, INFO, power,2.667
19 Jul 2017 06:03:28, INFO, open,0,30
19 Jul 2017 06:03:38, INFO, power,12.623
19 Jul 2017 06:03:48, INFO, status,1,0,30
19 Jul 2017 06:03:48, INFO, power,22.11
19 Jul 2017 06:03:59, INFO, power,23.551
19 Jul 2017 06:04:09, INFO, power,24.262
19 Jul 2017 06:04:17, INFO, status,1,0,30
19 Jul 2017 06:04:19, INFO, power,24.78
19 Jul 2017 06:04:29, INFO, power,631.687
19 Jul 2017 06:04:39, INFO, power,702.811
19 Jul 2017 06:04:46, INFO, status,1,0,30
19 Jul 2017 06:04:49, INFO, power,673.444
19 Jul 2017 06:05:00, INFO, power,670.547
19 Jul 2017 06:05:10, INFO, power,672.24
19 Jul 2017 06:05:15, INFO, status,1,0,30
19 Jul 2017 06:05:20, INFO, power,690.206
19 Jul 2017 06:05:30, INFO, power,694.415
19 Jul 2017 06:05:40, INFO, power,701.705
19 Jul 2017 06:05:44, INFO, status,1,0,30
19 Jul 2017 06:05:50, INFO, power,707.089
19 Jul 2017 06:06:01, INFO, power,714.199
19 Jul 2017 06:06:11, INFO, power,727.989
19 Jul 2017 06:06:12, INFO, status,1,0,30
19 Jul 2017 06:06:32, INFO, power,740.087
19 Jul 2017 06:06:32, INFO, status,1,0,30
19 Jul 2017 06:06:32, INFO, close,1,30
19 Jul 2017 06:06:42, INFO, power,4.126
19 Jul 2017 06:06:52, INFO, status,1,1,30
19 Jul 2017 06:06:53, INFO, power,2.671
19 Jul 2017 06:07:03, INFO, power,2.67
19 Jul 2017 06:07:13, INFO, power,2.671
19 Jul 2017 06:07:22, INFO, status,1,1,30
19 Jul 2017 06:07:23, INFO, power,2.671
19 Jul 2017 06:14:41, INFO, power,2.431
19 Jul 2017 06:14:41, INFO, status,1,1,31
19 Jul 2017 06:14:41, INFO, open,0,31
19 Jul 2017 06:14:51, INFO, power,582.718
19 Jul 2017 06:15:01, INFO, power,705.023
19 Jul 2017 06:15:01, INFO, status,1,0,31
19 Jul 2017 06:15:11, INFO, power,686.598
19 Jul 2017 06:15:21, INFO, power,686.949
19 Jul 2017 06:15:36, INFO, power,706.011
19 Jul 2017 06:15:36, INFO, status,1,0,31
19 Jul 2017 06:15:37, INFO, close,1,31
19 Jul 2017 06:15:47, INFO, power,3.887
19 Jul 2017 06:16:03, INFO, power,-2
19 Jul 2017 06:16:03, INFO, status,1,0,31
19 Jul 2017 06:16:19, INFO, power,-2
19 Jul 2017 06:16:29, INFO, power,-2
19 Jul 2017 06:16:39, INFO, power,-2
19 Jul 2017 06:16:49, INFO, power,-2
19 Jul 2017 06:18:14, INFO, status,-2,-2,-2
19 Jul 2017 06:18:14, INFO, power,-2
19 Jul 2017 06:18:24, INFO, power,-2
19 Jul 2017 06:18:34, INFO, status,-2,-2,-2
19 Jul 2017 06:18:35, INFO, power,-2
19 Jul 2017 06:18:45, INFO, power,-2
19 Jul 2017 06:18:54, INFO, status,-2,-2,-2
19 Jul 2017 06:18:55, INFO, power,-2
19 Jul 2017 06:19:15, INFO, power,-2
19 Jul 2017 06:19:15, INFO, status,-2,-2,-2
19 Jul 2017 06:19:25, INFO, power,-2
19 Jul 2017 06:19:35, INFO, status,-2,-2,-2
19 Jul 2017 06:19:35, INFO, power,-2
19 Jul 2017 06:19:45, INFO, power,-2
